query_id,query,group,pretrained_product_id,pretrained_title,pretrained_category,finetuned_product_id,finetuned_title,finetuned_category,same_top1
q050,dầu gội giảm rụng tóc,A,B004J58WI4,"iGrow Mũ Đầu Laser Tăng Trưởng Tóc: Hệ Thống Điều Trị Phục Hồi & Tái Tạo Tóc Cho Rụng Tóc - Giải Pháp Tóc Mỏng, Hói Đầu và Alopecia cho Nam và Nữ - Thiết Bị Laser Cấp Độ Thấp Được FDA Chấp Thuận",Sắc Đẹp & Chăm Sóc Cá Nhân > Chăm Sóc Tóc > Sản Phẩm Chống Rụng Tóc > Thiết Bị Tăng Trưởng Tóc,B08MM9WKGV,"L'Oréal Paris Dầu gội & Dầu xả, Dành cho tóc hư tổn và yếu, Với Pro-Keratin + Ceramide, Total Repair 5, Gói combo, 704ml + 192.5ml",Sắc đẹp > Chăm sóc tóc > Dầu gội & Dầu xả > Dầu gội,False
q051,kem dưỡng ẩm cho da khô,A,33845966,Clarins Super Restorative Night Cream Dưỡng ẩm ban đêm cho mọi loại da 1.6 OZ,Sắc đẹp & Sức khỏe > Chăm sóc cá nhân > Chăm sóc da > Kem dưỡng ẩm,33845966,Clarins Super Restorative Night Cream Dưỡng ẩm ban đêm cho mọi loại da 1.6 OZ,Sắc đẹp & Sức khỏe > Chăm sóc cá nhân > Chăm sóc da > Kem dưỡng ẩm,True
q052,sữa rửa mặt da dầu,A,B074J7869B,"Greenberry Organics Sữa Rửa Mặt Đen Charcoal Detox, Vitamin C, Trà Xanh, Cây Tràm, Kiểm Soát Dầu, Chống Mụn, Chống Ô Nhiễm, Tất Cả Loại Da, Unisex, Tự Nhiên & Hữu Cơ, 120 ml",Sắc Đẹp > Chăm Sóc Da > Mặt > Kem & Sữa Làm Sạch > Sữa Rửa Mặt,B08JV31QW4,"LUXURIATE Natural Tomato Face Wash 100ml Sữa rửa mặt làm sáng da, không hoá chất",Sắc đẹp > Chăm sóc da > Mặt > Kem & Sữa làm sạch > Sữa rửa mặt,False
q053,serum trị thâm mụn,A,40806319,"30ml Serum Dưỡng Da Với Salicylic Acid, Chiết Xuất Centella Asiatica, Dưỡng Ẩm & Làm Sáng Da, Dinh Dưỡng & Sửa Chữa, Thích Hợp Cho Mặt & Cổ",Sắc Đẹp & Sức Khỏe > Chăm Sóc Cá Nhân > Chăm Sóc Da > Serum & Điều Trị Da,40806319,"30ml Serum Dưỡng Da Với Salicylic Acid, Chiết Xuất Centella Asiatica, Dưỡng Ẩm & Làm Sáng Da, Dinh Dưỡng & Sửa Chữa, Thích Hợp Cho Mặt & Cổ",Sắc Đẹp & Sức Khỏe > Chăm Sóc Cá Nhân > Chăm Sóc Da > Serum & Điều Trị Da,True
q054,kem chống nắng không bết dính,A,25388369,"Keep Sun Protective Anti UV 1 chiếc khăn cổ đa năng mùa đông cho đạp xe, trượt tuyết, chạy bộ, chống gió & giữ nhiệt",Thể thao & Ngoài trời > Đạp xe > Phụ kiện đạp xe > Mặt nạ & khăn cổ đạp xe,33845966,Clarins Super Restorative Night Cream Dưỡng ẩm ban đêm cho mọi loại da 1.6 OZ,Sắc đẹp & Sức khỏe > Chăm sóc cá nhân > Chăm sóc da > Kem dưỡng ẩm,False
q055,máy tẩy lông cho nữ,A,B07PX6QSH2,"Braun SE5-895 Máy tẩy lông, Thiết bị loại bỏ lông cho phụ nữ, Bao gồm dao cạo và bàn chải làm sạch da mặt, Chống nước, Không dây, Sạc lại","Sắc đẹp & Chăm sóc cá nhân > Cạo & Tẩy lông > Nữ > Máy tẩy lông, Máy cạo & Máy cắt > Máy tẩy lông",B07PX6QSH2,"Braun SE5-895 Máy tẩy lông, Thiết bị loại bỏ lông cho phụ nữ, Bao gồm dao cạo và bàn chải làm sạch da mặt, Chống nước, Không dây, Sạc lại","Sắc đẹp & Chăm sóc cá nhân > Cạo & Tẩy lông > Nữ > Máy tẩy lông, Máy cạo & Máy cắt > Máy tẩy lông",True
q056,máy sấy tóc công suất lớn,A,B0CPT1QLQR,"IPLUSO 220V to 110V Bộ Chuyển Đổi Điện Áp US sang Châu Âu Travel Plug Adapter cho Máy Sấy Tóc, Adapter Du Lịch Đa Năng với 2 USB-A và 2 USB-C",Điện tử > Phụ kiện nguồn > Bộ chuyển đổi điện áp,40813685,"SHEIN Máy sấy gel móng tay 36 LED UV Portable với 4 hẹn giờ, màn hình LCD, cảm biến tự động, công cụ chuyên nghiệp",Thiết bị gia dụng > Thiết bị chăm sóc cá nhân > Thiết bị làm đẹp & chăm sóc cơ thể > Thiết bị nghệ thuật móng điện tử,False
q057,nước hoa nữ mùi nhẹ nhàng,A,B009AWON0W,"Jo Malone Blackberry & Bay Cologne Spray Nữ, 1 Ounce ""Bao bì có thể thay đổi""",Sắc đẹp & Chăm sóc cá nhân > Nước hoa > Nữ > Cologne,B07Z3CT1D9,"Nước Hoa Nữ, Hương Thơm của Paul Sebastian, Hương Hoa Nhẹ Ngày hoặc Đêm, DESIGN, 3.4 Fl Oz",Sắc đẹp & Chăm sóc cá nhân > Hương thơm > Nữ > Eau de Parfum,False
q058,son môi màu hồng đất,C,B09CQB6FZF,"FYORR 15ML Sơn móng tay khô nhanh, bền lâu, hoàn thiện mịn (Red Apple)",Sắc đẹp > Chăm sóc móng tay & chân > Móng tay > Sơn móng tay,B09CQB6FZF,"FYORR 15ML Sơn móng tay khô nhanh, bền lâu, hoàn thiện mịn (Red Apple)",Sắc đẹp > Chăm sóc móng tay & chân > Móng tay > Sơn móng tay,True
q059,dầu dưỡng tóc mềm mượt,A,B078Q55M95,"Keya Seth Aromatherapy, Hair Milk Keratin Care, Kem dưỡng tóc cho tăng trưởng, Dưỡng ẩm & tạo kiểu giàu Protein sữa, Vitamin E & Dầu thiết yếu Dùng hàng ngày cho Nam & Nữ (120ml)",Sắc đẹp > Chăm sóc tóc > Dầu tóc,B0CNZ6ZV14,SAURA LIFE SCIENCE Adivasi Ayurvedic Neelgiri Dầu Dưỡng Tóc Tăng Trưởng -250ML (2),Sắc đẹp > Chăm sóc tóc > Dầu dưỡng tóc,False
q060,bàn chải điện cho người lớn,A,B094RHL4CT,"Quip Adult Smart Electric Toothbrush - Đánh răng siêu âm Bluetooth & Ứng dụng Rewards, Bao đựng du lịch & Giá đỡ gương, Lông mềm, Hẹn giờ, Tay cầm kim loại - All-Pink",Sức khỏe & Gia đình > Chăm sóc răng miệng > Bàn chải & Phụ kiện > Bàn chải điện & Phụ kiện > Bàn chải điện > Sonic,B094RHL4CT,"Quip Adult Smart Electric Toothbrush - Đánh răng siêu âm Bluetooth & Ứng dụng Rewards, Bao đựng du lịch & Giá đỡ gương, Lông mềm, Hẹn giờ, Tay cầm kim loại - All-Pink",Sức khỏe & Gia đình > Chăm sóc răng miệng > Bàn chải & Phụ kiện > Bàn chải điện & Phụ kiện > Bàn chải điện > Sonic,True
q061,kem dưỡng trắng da ban đêm,A,33845966,Clarins Super Restorative Night Cream Dưỡng ẩm ban đêm cho mọi loại da 1.6 OZ,Sắc đẹp & Sức khỏe > Chăm sóc cá nhân > Chăm sóc da > Kem dưỡng ẩm,33845966,Clarins Super Restorative Night Cream Dưỡng ẩm ban đêm cho mọi loại da 1.6 OZ,Sắc đẹp & Sức khỏe > Chăm sóc cá nhân > Chăm sóc da > Kem dưỡng ẩm,True
q062,máy rửa mặt làm sạch sâu,A,B074J7869B,"Greenberry Organics Sữa Rửa Mặt Đen Charcoal Detox, Vitamin C, Trà Xanh, Cây Tràm, Kiểm Soát Dầu, Chống Mụn, Chống Ô Nhiễm, Tất Cả Loại Da, Unisex, Tự Nhiên & Hữu Cơ, 120 ml",Sắc Đẹp > Chăm Sóc Da > Mặt > Kem & Sữa Làm Sạch > Sữa Rửa Mặt,B08JV31QW4,"LUXURIATE Natural Tomato Face Wash 100ml Sữa rửa mặt làm sáng da, không hoá chất",Sắc đẹp > Chăm sóc da > Mặt > Kem & Sữa làm sạch > Sữa rửa mặt,False
q063,tinh dầu mọc tóc,A,B004J58WI4,"iGrow Mũ Đầu Laser Tăng Trưởng Tóc: Hệ Thống Điều Trị Phục Hồi & Tái Tạo Tóc Cho Rụng Tóc - Giải Pháp Tóc Mỏng, Hói Đầu và Alopecia cho Nam và Nữ - Thiết Bị Laser Cấp Độ Thấp Được FDA Chấp Thuận",Sắc Đẹp & Chăm Sóc Cá Nhân > Chăm Sóc Tóc > Sản Phẩm Chống Rụng Tóc > Thiết Bị Tăng Trưởng Tóc,B018KV9N4O,"Bach Original Flower Remedies, Gentian for Accepting Setbacks, Tinh Dầu Hoa Cầm Hộp Tự Nhiên, Hỗ Trợ Sức Khỏe Toàn Diện và Giảm Stress, Thuần Chay, 20mL",Sức Khỏe & Gia Đình > Chăm Sóc Sức Khỏe > Y Học Thay Thế > Tinh Dầu Hoa,False
q064,sữa tắm dưỡng ẩm,A,B0C3M12R6B,"Old Tree Aqua Bath Gel 475 Ml | Sữa tắm dưỡng ẩm cho Nam và Nữ | Giàu Chiết xuất Aloe Vera, Dầu Neem, Dầu Húng quế, Dầu Hồng hoa và Glycerin | Gel tắm (Pack of 1)",Sắc đẹp > Tắm & Chăm sóc cơ thể > Sữa rửa mặt > Gel tắm,B0C3M12R6B,"Old Tree Aqua Bath Gel 475 Ml | Sữa tắm dưỡng ẩm cho Nam và Nữ | Giàu Chiết xuất Aloe Vera, Dầu Neem, Dầu Húng quế, Dầu Hồng hoa và Glycerin | Gel tắm (Pack of 1)",Sắc đẹp > Tắm & Chăm sóc cơ thể > Sữa rửa mặt > Gel tắm,True
q065,tìm đôi giày chạy bộ giá tầm 1 triệu,E,B09Q4QN3SZ,adidas trẻ em unisex Racer Tr21,"Quần áo, Giày & Trang sức > Nữ > Giày > Thể thao > Chạy bộ",B07RGW5GRY,New Balance Nữ 997H V1 Giày thể thao,"Quần áo, Giày dép & Trang sức > Nữ > Giày > Giày thể thao thời trang",False
q066,tai nghe dùng học online không bị rè,A,41340711,"SHEIN TWS Tai Nghe Không Dây - Tự Do Thực Sự Không Dây, Thiết Kế Công Thái Học Cho Độ Thoải Mái Tối Đa, Âm Thanh HIFI Với Dolby Bass, Gọi HD Stereo ACC, Tương Thích Android Và iPhone, Lý Tưởng Cho Người Yêu Thể Thao Và Âm Nhạc",Đồ Chơi & Trò Chơi > Nhạc Cụ & Phụ Kiện > Thiết Bị Ghi Âm > Tai Nghe Ghi Âm & Tai Nghe In-Ear,B0BK8QY1JB,"Tai nghe Bluetooth cho tài xế xe tải, không dây với AI giảm tiếng ồn môi trường & micrô tắt tiếng, thời gian nói lên tới 30h, phạm vi không dây 164ft, tai nghe over-ear Bluetooth cho PC, máy tính, Skype","Điện tử > Tai nghe, Earbuds & Phụ kiện > Tai nghe & Earbuds > Tai nghe On-Ear",False
q067,áo khoác mặc đi Đà Lạt mùa lạnh,E,B0B3WVR4VQ,"QBLEEV Áo khoác chó ấm phản quang, áo khoác mùa đông không thấm nước, áo len cổ tròn cho thời tiết lạnh, áo khoác tuyết dày cho chó kích thước L",Đồ dùng cho thú cưng > Chó > Trang phục & Phụ kiện > Áo khoác thời tiết lạnh,B0CHBGFQY5,"Áo khoác sưởi Yottjacky, Áo khoác sưởi cho nam và nữ, Áo khoác sưởi nam với bộ pin 7.4V 3A 16000mAh","Quần áo, Giày & Trang sức > Trang phục thể thao > Trượt tuyết > Nam > Áo khoác",False
q068,kem chống nắng cho da dầu mụn,A,25388369,"Keep Sun Protective Anti UV 1 chiếc khăn cổ đa năng mùa đông cho đạp xe, trượt tuyết, chạy bộ, chống gió & giữ nhiệt",Thể thao & Ngoài trời > Đạp xe > Phụ kiện đạp xe > Mặt nạ & khăn cổ đạp xe,B00WSPJUPG,"VAADI HERBALS Kem Massage Chống Sạm Da Lemongrass, 50g",Sắc đẹp > Chăm sóc da > Mặt > Kem & Dưỡng ẩm > Kem mặt,False
q069,quà sinh nhật cho bạn gái dưới 500k,E,40784535,20 túi quà tặng sinh nhật (6.7 9.8 inch) Happy Birthday Party Favor Bags nhựa Goodies Loot Bags sỉ cho phụ nữ - SHEIN,Nhà & Đời sống > Đồ dùng tiệc & Sự kiện > Vật liệu gói quà > Túi gói quà,40784535,20 túi quà tặng sinh nhật (6.7 9.8 inch) Happy Birthday Party Favor Bags nhựa Goodies Loot Bags sỉ cho phụ nữ - SHEIN,Nhà & Đời sống > Đồ dùng tiệc & Sự kiện > Vật liệu gói quà > Túi gói quà,True
q070,loa bluetooth nghe nhạc ngoài trời,A,B0B1QQYMT2,"Volkano Wireless Bluetooth Speaker - Loa Bluetooth không dây, Loa di động, Boom Box nhỏ cho ngoài trời, 12W True Wireless Sound FM Radio/Đọc thẻ SD/USB/AUX, Driver 3 inch - Đen, Series Mamba",Điện tử > Âm thanh & Video di động > Loa & Dock di động > Loa Bluetooth di động,B08BKY3KVL,"BUGANI Loa Bluetooth Di động, Loa Bluetooth 40W Âm thanh Stereo, Loa Bluetooth Lớn 24H Phát Nhạc Hỗ trợ Thẻ TF/AUX, IPX6 Chống Nước cho Biển, Cắm Trại, Ngoài Trời và Trong Nhà",Điện tử > Âm thanh & Video Di động > Loa & Đế Di động > Loa Bluetooth Di động,False
q071,balo đựng laptop 15 inch,C,40179655,"Unbeatablesale JCPal JCP2274 15-16 inch Túi đựng laptop phong cách chuyên nghiệp, màu xám",Điện tử > Máy tính & Văn phòng > Túi & Vỏ laptop > Túi đựng laptop,40179655,"Unbeatablesale JCPal JCP2274 15-16 inch Túi đựng laptop phong cách chuyên nghiệp, màu xám",Điện tử > Máy tính & Văn phòng > Túi & Vỏ laptop > Túi đựng laptop,True
q072,máy sấy tóc cho salon nhỏ,A,40623542,"1 chiếc Máy hút bụi tay cầm USB, Mini Di động, Dụng cụ tẩy lông/vải bông với nắp trong suốt",Nhà cửa & Đời sống > Dụng cụ vệ sinh & Chăm sóc cá nhân > Dụng cụ vệ sinh gia đình > Cuộn và bàn chải tẩy lông,40813685,"SHEIN Máy sấy gel móng tay 36 LED UV Portable với 4 hẹn giờ, màn hình LCD, cảm biến tự động, công cụ chuyên nghiệp",Thiết bị gia dụng > Thiết bị chăm sóc cá nhân > Thiết bị làm đẹp & chăm sóc cơ thể > Thiết bị nghệ thuật móng điện tử,False
q073,bình nước giữ lạnh cả ngày,A,B0C3C56XMC,"Zak Designs Bình Nước Du Lịch và Tại Nhà, 19 oz Thép Không Gỉ Cách Nhiệt Độ Với Nắp Đậy Khóa, Vòng Đeo Dây, Thiết Kế Chống Rò Rỉ (Hoa Cúc)",Nhà & Nhà bếp > Bếp & Ăn uống > Lưu trữ & Tổ chức > Ấm đun > Bình Đồ Uống Cách Nhiệt,40924534,"20OZ Bình Nước In Hình Đầu Lâu Vintage Cách Nhiệt Đôi Tường Rỗng Hút Chân Không Thép Không Gỉ, Ly Cầm Tay Di Động, Ly Cà Phê Đá Cho Cắm Trại, Leo Núi, Lái Xe, Du Lịch - Ý Tưởng Quà Tặng Hoàn Hảo",Thể thao & Ngoài trời > Cắm trại & Leo núi > Bình nước cách nhiệt cho ngoài trời,False
q074,đèn trang trí phòng ngủ màu vàng,C,B07TN6YT2P,"Battery tealights 12 Pack Nến LED không lửa nhấp nháy thực tế, sáng rực, thời lượng 200 giờ, màu vàng ấm, phù hợp cho lễ hội, đám cưới, sinh nhật, Halloween, Giáng sinh",Dụng cụ & Cải thiện nhà > Đèn & Quạt trần > Đèn trang trí > Nến không lửa,39411569,"1 chiếc Đèn Đêm Hình Bí Ngô, Đèn Trang Trí, Đồ Trang Trí, Đèn Đêm Di Động (Mẫu Ngẫu Nhiên)","Đồ chơi & Trò chơi > Sở thích, Bộ sưu tập, Tiệc tùng > Trang trí tiệc > Đồ trang trí tiệc khác",False
q075,quần áo tập gym cho nam,A,39919397,Áo jersey tập luyện bóng đá nam Unbeatablesale Intensity N3220603XLG màu Maroon - Cỡ XL,Thể thao & Ngoài trời > Trang phục thể thao nam > Trang phục thể thao & giải trí nam > Đồng phục bóng đá nam,39919397,Áo jersey tập luyện bóng đá nam Unbeatablesale Intensity N3220603XLG màu Maroon - Cỡ XL,Thể thao & Ngoài trời > Trang phục thể thao nam > Trang phục thể thao & giải trí nam > Đồng phục bóng đá nam,True
q076,máy cạo râu dùng pin sạc,A,B002Q0Y5MG,"Trend Airshield Pro 120-Volt Bộ Sạc Pin Thay Thế, Cáp Sạc, Cáp Nguồn, AIR/P/5L",Công Cụ & Cải Tiến Nhà > Dụng Cụ Điện & Cầm Tay > Phụ Kiện & Linh Kiện Dụng Cụ Điện > Pin & Bộ Sạc > Bộ Sạc & Bộ Biến Áp > Bộ Sạc Pin,B07PX6QSH2,"Braun SE5-895 Máy tẩy lông, Thiết bị loại bỏ lông cho phụ nữ, Bao gồm dao cạo và bàn chải làm sạch da mặt, Chống nước, Không dây, Sạc lại","Sắc đẹp & Chăm sóc cá nhân > Cạo & Tẩy lông > Nữ > Máy tẩy lông, Máy cạo & Máy cắt > Máy tẩy lông",False
q077,sữa rửa mặt cho da nhạy cảm,A,35795381,Clarins Sữa Rửa Mặt Nhẹ Nhàng Dưỡng ẩm Foaming 125ml Dành cho Da Bình Thường đến Khô,Sắc đẹp & Sức khỏe > Chăm sóc cá nhân > Chăm sóc da > Sữa rửa mặt,B08JV31QW4,"LUXURIATE Natural Tomato Face Wash 100ml Sữa rửa mặt làm sáng da, không hoá chất",Sắc đẹp > Chăm sóc da > Mặt > Kem & Sữa làm sạch > Sữa rửa mặt,False
q078,kệ sách nhỏ cho phòng trọ,A,39927371,"Kệ TV cho Phòng khách, Kệ TV công nghiệp cho Nội thất Phòng ngủ, Kệ TV phong cách Farmhouse 80 Inch, Giá sách mở ngang hiện đại bằng Gỗ và Kim loại",Tools & Home Improvement > Furniture > Living Room Furniture > Television Stands & Entertainment Centers,39927371,"Kệ TV cho Phòng khách, Kệ TV công nghiệp cho Nội thất Phòng ngủ, Kệ TV phong cách Farmhouse 80 Inch, Giá sách mở ngang hiện đại bằng Gỗ và Kim loại",Tools & Home Improvement > Furniture > Living Room Furniture > Television Stands & Entertainment Centers,True
